country,year,iso_code,population,gdp,biofuel_cons_change_pct,biofuel_cons_change_twh,biofuel_cons_per_capita,biofuel_consumption,biofuel_elec_per_capita,biofuel_electricity,biofuel_share_elec,biofuel_share_energy,carbon_intensity_elec,coal_cons_change_pct,coal_cons_change_twh,coal_cons_per_capita,coal_consumption,coal_elec_per_capita,coal_electricity,coal_prod_change_pct,coal_prod_change_twh,coal_prod_per_capita,coal_production,coal_share_elec,coal_share_energy,electricity_demand,electricity_generation,electricity_share_energy,energy_cons_change_pct,energy_cons_change_twh,energy_per_capita,energy_per_gdp,fossil_cons_change_pct,fossil_cons_change_twh,fossil_elec_per_capita,fossil_electricity,fossil_energy_per_capita,fossil_fuel_consumption,fossil_share_elec,fossil_share_energy,gas_cons_change_pct,gas_cons_change_twh,gas_consumption,gas_elec_per_capita,gas_electricity,gas_energy_per_capita,gas_prod_change_pct,gas_prod_change_twh,gas_prod_per_capita,gas_production,gas_share_elec,gas_share_energy,greenhouse_gas_emissions,hydro_cons_change_pct,hydro_cons_change_twh,hydro_consumption,hydro_elec_per_capita,hydro_electricity,hydro_energy_per_capita,hydro_share_elec,hydro_share_energy,low_carbon_cons_change_pct,low_carbon_cons_change_twh,low_carbon_consumption,low_carbon_elec_per_capita,low_carbon_electricity,low_carbon_energy_per_capita,low_carbon_share_elec,low_carbon_share_energy,net_elec_imports,net_elec_imports_share_demand,nuclear_cons_change_pct,nuclear_cons_change_twh,nuclear_consumption,nuclear_elec_per_capita,nuclear_electricity,nuclear_energy_per_capita,nuclear_share_elec,nuclear_share_energy,oil_cons_change_pct,oil_cons_change_twh,oil_consumption,oil_elec_per_capita,oil_electricity,oil_energy_per_capita,oil_prod_change_pct,oil_prod_change_twh,oil_prod_per_capita,oil_production,oil_share_elec,oil_share_energy,other_renewable_consumption,other_renewable_electricity,other_renewable_exc_biofuel_electricity,other_renewables_cons_change_pct,other_renewables_cons_change_twh,other_renewables_elec_per_capita,other_renewables_elec_per_capita_exc_biofuel,other_renewables_energy_per_capita,other_renewables_share_elec,other_renewables_share_elec_exc_biofuel,other_renewables_share_energy,per_capita_electricity,primary_energy_consumption,renewables_cons_change_pct,renewables_cons_change_twh,renewables_consumption,renewables_elec_per_capita,renewables_electricity,renewables_energy_per_capita,renewables_share_elec,renewables_share_energy,solar_cons_change_pct,solar_cons_change_twh,solar_consumption,solar_elec_per_capita,solar_electricity,solar_energy_per_capita,solar_share_elec,solar_share_energy,wind_cons_change_pct,wind_cons_change_twh,wind_consumption,wind_elec_per_capita,wind_electricity,wind_energy_per_capita,wind_share_elec,wind_share_energy
Saint Pierre and Miquelon,2015,SPM,6001,,,,,,0.000,0.000,0.000,,800.000,,,,,0.000,0.000,,0.000,0.000,0.000,0.000,,0.050,0.050,,0.000,0.000,66489.945,,,,8331.944,0.050,,,100.000,,,,,0.000,0.000,,,0.000,0.000,0.000,0.000,,0.040,,,,0.000,0.000,,0.000,,,,,0.000,0.000,,0.000,,0.000,0.000,,,,0.000,0.000,,0.000,,,,,8331.944,0.050,,,0.000,0.000,0.000,100.000,,,0.000,0.000,,,0.000,0.000,,0.000,0.000,,8331.944,0.399,,,,0.000,0.000,,0.000,,,,,0.000,0.000,,0.000,,,,,0.000,0.000,,0.000,
Saint Pierre and Miquelon,2016,SPM,5990,,,,,,0.000,0.000,0.000,,800.000,,,,,0.000,0.000,,0.000,0.000,0.000,0.000,,0.050,0.050,,1.813,0.007,67819.867,,,,8347.245,0.050,,,100.000,,,,,0.000,0.000,,,0.000,0.000,0.000,0.000,,0.040,,,,0.000,0.000,,0.000,,,,,0.000,0.000,,0.000,,0.000,0.000,,,,0.000,0.000,,0.000,,,,,8347.245,0.050,,,0.000,0.000,0.000,100.000,,,0.000,0.000,,,0.000,0.000,,0.000,0.000,,8347.245,0.406,,,,0.000,0.000,,0.000,,,,,0.000,0.000,,0.000,,,,,0.000,0.000,,0.000,
Saint Pierre and Miquelon,2017,SPM,5980,,,,,,0.000,0.000,0.000,,800.000,,,,,0.000,0.000,,,,,0.000,,0.050,0.050,,-1.781,-0.007,66723.438,,,,8361.204,0.050,,,100.000,,,,,0.000,0.000,,,,,,0.000,,0.040,,,,0.000,0.000,,0.000,,,,,0.000,0.000,,0.000,,0.000,0.000,,,,0.000,0.000,,0.000,,,,,8361.204,0.050,,,,,,100.000,,,0.000,0.000,,,0.000,0.000,,0.000,0.000,,8361.204,0.399,,,,0.000,0.000,,0.000,,,,,0.000,0.000,,0.000,,,,,0.000,0.000,,0.000,
Saint Pierre and Miquelon,2018,SPM,5969,,,,,,0.000,0.000,0.000,,800.000,,,,,0.000,0.000,,,,,0.000,,0.050,0.050,,8.802,0.035,72730.234,,,,8376.612,0.050,,,100.000,,,,,0.000,0.000,,,,,,0.000,,0.040,,,,0.000,0.000,,0.000,,,,,0.000,0.000,,0.000,,0.000,0.000,,,,0.000,0.000,,0.000,,,,,8376.612,0.050,,,,,,100.000,,,0.000,0.000,,,0.000,0.000,,0.000,0.000,,8376.612,0.434,,,,0.000,0.000,,0.000,,,,,0.000,0.000,,0.000,,,,,0.000,0.000,,0.000,
Saint Pierre and Miquelon,2019,SPM,5952,,,,,,0.000,0.000,0.000,,800.000,,,,,0.000,0.000,,,,,0.000,,0.050,0.050,,-14.011,-0.061,62718.688,,,,8400.538,0.050,,,100.000,,,,,0.000,0.000,,,,,,0.000,,0.040,,,,0.000,0.000,,0.000,,,,,0.000,0.000,,0.000,,0.000,0.000,,,,0.000,0.000,,0.000,,,,,8400.538,0.050,,,,,,100.000,,,0.000,0.000,,,0.000,0.000,,0.000,0.000,,8400.538,0.373,,,,0.000,0.000,,0.000,,,,,0.000,0.000,,0.000,,,,,0.000,0.000,,0.000,
Saint Pierre and Miquelon,2020,SPM,5930,,,,,,0.000,0.000,0.000,,800.000,,,,,0.000,0.000,,,,,0.000,,0.050,0.050,,-8.524,-0.032,57585.082,,,,8431.703,0.050,,,100.000,,,,,0.000,0.000,,,,,,0.000,,0.040,,,,0.000,0.000,,0.000,,,,,0.000,0.000,,0.000,,0.000,0.000,,,,0.000,0.000,,0.000,,,,,8431.703,0.050,,,,,,100.000,,,0.000,0.000,,,0.000,0.000,,0.000,0.000,,8431.703,0.341,,,,0.000,0.000,,0.000,,,,,0.000,0.000,,0.000,,,,,0.000,0.000,,0.000,
Saint Pierre and Miquelon,2021,SPM,5905,,,,,,0.000,0.000,0.000,,800.000,,,,,0.000,0.000,,,,,0.000,,0.050,0.050,,0.967,0.003,58387.957,,,,8467.400,0.050,,,100.000,,,,,0.000,0.000,,,,,,0.000,,0.040,,,,0.000,0.000,,0.000,,,,,0.000,0.000,,0.000,,0.000,0.000,,,,0.000,0.000,,0.000,,,,,8467.400,0.050,,,,,,100.000,,,0.000,0.000,,,0.000,0.000,,0.000,0.000,,8467.400,0.345,,,,0.000,0.000,,0.000,,,,,0.000,0.000,,0.000,,,,,0.000,0.000,,0.000,
Saint Vincent and the Grenadines,1980,VCT,107499,,,,,,,,,,,,,,,,,,,0.000,0.000,,,,,,,,2089.807,,,,,,,,,,,,,,,,,,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,,,,,,,,,,,,,,,0.225,,,,,,,,,,,,,,,,,,,,,,,,
Saint Vincent and the Grenadines,1981,VCT,108209,,,,,,,,,,,,,,,,,,0.000,0.000,0.000,,,,,,-0.066,-0.000,2074.722,,,,,,,,,,,,,,,,,0.000,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,0.000,,,,,,,,,,,,,,,0.225,,,,,,,,,,,,,,,,,,,,,,,,
Saint Vincent and the Grenadines,1982,VCT,108989,,,,,,,,,,,,,,,,,,0.000,0.000,0.000,,,,,,1.367,0.003,2088.031,,,,,,,,,,,,,,,,,0.000,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,0.000,,,,,,,,,,,,,,,0.228,,,,,,,,,,,,,,,,,,,,,,,,
Saint Vincent and the Grenadines,1983,VCT,109700,,,,,,,,,,,,,,,,,,0.000,0.000,0.000,,,,,,0.153,0.000,2077.672,,,,,,,,,,,,,,,,,0.000,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,0.000,,,,,,,,,,,,,,,0.228,,,,,,,,,,,,,,,,,,,,,,,,
Saint Vincent and the Grenadines,1984,VCT,110344,,,,,,,,,,,,,,,,,,0.000,0.000,0.000,,,,,,5.392,0.012,2176.915,,,,,,,,,,,,,,,,,0.000,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,0.000,,,,,,,,,,,,,,,0.240,,,,,,,,,,,,,,,,,,,,,,,,
Saint Vincent and the Grenadines,1985,VCT,110925,,,,,,,,,,,,,,,,,,0.000,0.000,0.000,,,,,,4.921,0.012,2272.068,,,,,,,,,,,,,,,,,0.000,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,0.000,,,,,,,,,,,,,,,0.252,,,,,,,,,,,,,,,,,,,,,,,,
Saint Vincent and the Grenadines,1986,VCT,111406,,,,,,,,,,,,,,,,,,0.000,0.000,0.000,,,,,,-8.303,-0.021,2074.416,,,,,,,,,,,,,,,,,0.000,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,0.000,,,,,,,,,,,,,,,0.231,,,,,,,,,,,,,,,,,,,,,,,,
Saint Vincent and the Grenadines,1987,VCT,111789,,,,,,,,,,,,,,,,,,0.000,0.000,0.000,,,,,,3.868,0.009,2147.272,,,,,,,,,,,,,,,,,0.000,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,0.000,,,,,,,,,,,,,,,0.240,,,,,,,,,,,,,,,,,,,,,,,,
Saint Vincent and the Grenadines,1988,VCT,112098,,,,,,,,,,,,,,,,,,0.000,0.000,0.000,,,,,,16.471,0.040,2494.049,,,,,,,,,,,,,,,,,0.000,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,0.000,,,,,,,,,,,,,,,0.280,,,,,,,,,,,,,,,,,,,,,,,,
Saint Vincent and the Grenadines,1989,VCT,112334,,,,,,,,,,,,,,,,,,0.000,0.000,0.000,,,,,,38.777,0.108,3453.884,,,,,,,,,,,,,,,,,0.000,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,0.000,,,,,,,,,,,,,,,0.388,,,,,,,,,,,,,,,,,,,,,,,,
Saint Vincent and the Grenadines,1990,VCT,112507,,,,,,,,,,,,,,,,,,0.000,0.000,0.000,,,,,,-5.612,-0.022,3255.050,,,,,,,,,,,,,,,,,0.000,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,0.000,,,,,,,,,,,,,,,0.366,,,,,,,,,,,,,,,,,,,,,,,,
Saint Vincent and the Grenadines,1991,VCT,112802,,,,,,,,,,,,,,,,,,0.000,0.000,0.000,,,,,,-13.252,-0.049,2816.311,,,,,,,,,,,,,,,,,0.000,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,0.000,,,,,,,,,,,,,,,0.318,,,,,,,,,,,,,,,,,,,,,,,,
Saint Vincent and the Grenadines,1992,VCT,113235,,,,,,,,,,,,,,,,,,0.000,0.000,0.000,,,,,,26.438,0.084,3547.282,,,,,,,,,,,,,,,,,0.000,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,0.000,,,,,,,,,,,,,,,0.402,,,,,,,,,,,,,,,,,,,,,,,,
Saint Vincent and the Grenadines,1993,VCT,113639,,,,,,,,,,,,,,,,,,0.000,0.000,0.000,,,,,,-13.509,-0.054,3057.175,,,,,,,,,,,,,,,,,0.000,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,0.000,,,,,,,,,,,,,,,0.347,,,,,,,,,,,,,,,,,,,,,,,,
Saint Vincent and the Grenadines,1994,VCT,113965,,,,,,,,,,,,,,,,,,0.000,0.000,0.000,,,,,,66.032,0.229,5061.373,,,,,,,,,,,,,,,,,0.000,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,0.000,,,,,,,,,,,,,,,0.577,,,,,,,,,,,,,,,,,,,,,,,,
Saint Vincent and the Grenadines,1995,VCT,114187,,,,,,,,,,,,,,,,,,0.000,0.000,0.000,,,,,,9.737,0.056,5543.421,,,,,,,,,,,,,,,,,0.000,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,0.000,,,,,,,,,,,,,,,0.633,,,,,,,,,,,,,,,,,,,,,,,,
Saint Vincent and the Grenadines,1996,VCT,114301,,,,,,,,,,,,,,,,,,0.000,0.000,0.000,,,,,,-8.668,-0.055,5057.892,,,,,,,,,,,,,,,,,0.000,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,0.000,,,,,,,,,,,,,,,0.578,,,,,,,,,,,,,,,,,,,,,,,,
Saint Vincent and the Grenadines,1997,VCT,114290,,,,,,,,,,,,,,,,,,0.000,0.000,0.000,,,,,,15.286,0.088,5831.607,,,,,,,,,,,,,,,,,0.000,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,0.000,,,,,,,,,,,,,,,0.666,,,,,,,,,,,,,,,,,,,,,,,,
Saint Vincent and the Grenadines,1998,VCT,114177,,,,,,,,,,,,,,,,,,0.000,0.000,0.000,,,,,,9.524,0.063,6393.317,,,,,,,,,,,,,,,,,0.000,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,0.000,,,,,,,,,,,,,,,0.730,,,,,,,,,,,,,,,,,,,,,,,,
Saint Vincent and the Grenadines,1999,VCT,114009,,,,,,,,,,,,,,,,,,0.000,0.000,0.000,,,,,,0.026,0.000,6404.435,,,,,,,,,,,,,,,,,0.000,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,0.000,,,,,,,,,,,,,,,0.730,,,,,,,,,,,,,,,,,,,,,,,,
Saint Vincent and the Grenadines,2000,VCT,113832,,,,,,0.000,0.000,0.000,,444.444,,,,,0.000,0.000,,0.000,0.000,0.000,0.000,,0.090,0.090,,-3.984,-0.029,6158.820,,,,527.093,0.060,,,66.667,,,,,0.000,0.000,,,0.000,0.000,0.000,0.000,,0.040,,,,263.546,0.030,,33.333,,,,,263.546,0.030,,33.333,,0.000,0.000,,,,0.000,0.000,,0.000,,,,,527.093,0.060,,,0.000,0.000,0.000,66.667,,,0.000,0.000,,,0.000,0.000,,0.000,0.000,,790.639,0.701,,,,263.546,0.030,,33.333,,,,,0.000,0.000,,0.000,,,,,0.000,0.000,,0.000,
Saint Vincent and the Grenadines,2001,VCT,113653,,,,,,0.000,0.000,0.000,,600.000,,,,,0.000,0.000,,0.000,0.000,0.000,0.000,,0.100,0.100,,15.731,0.110,7138.917,,,,703.897,0.080,,,80.000,,,,,0.000,0.000,,,0.000,0.000,0.000,0.000,,0.060,,,,175.974,0.020,,20.000,,,,,175.974,0.020,,20.000,,0.000,0.000,,,,0.000,0.000,,0.000,,,,,703.897,0.080,,,0.000,0.000,0.000,80.000,,,0.000,0.000,,,0.000,0.000,,0.000,0.000,,879.871,0.811,,,,175.974,0.020,,20.000,,,,,0.000,0.000,,0.000,,,,,0.000,0.000,,0.000,
Saint Vincent and the Grenadines,2002,VCT,113466,,,,,,0.000,0.000,0.000,,600.000,,,,,0.000,0.000,,0.000,0.000,0.000,0.000,,0.100,0.100,,8.115,0.066,7730.994,,,,705.057,0.080,,,80.000,,,,,0.000,0.000,,,0.000,0.000,0.000,0.000,,0.060,,,,176.264,0.020,,20.000,,,,,176.264,0.020,,20.000,,0.000,0.000,,,,0.000,0.000,,0.000,,,,,705.057,0.080,,,0.000,0.000,0.000,80.000,,,0.000,0.000,,,0.000,0.000,,0.000,0.000,,881.321,0.877,,,,176.264,0.020,,20.000,,,,,0.000,0.000,,0.000,,,,,0.000,0.000,,0.000,
Saint Vincent and the Grenadines,2003,VCT,113119,,,,,,0.000,0.000,0.000,,600.000,,,,,0.000,0.000,,0.000,0.000,0.000,0.000,,0.100,0.100,,4.791,0.042,8126.263,,,,707.220,0.080,,,80.000,,,,,0.000,0.000,,,0.000,0.000,0.000,0.000,,0.060,,,,176.805,0.020,,20.000,,,,,176.805,0.020,,20.000,,0.000,0.000,,,,0.000,0.000,,0.000,,,,,707.220,0.080,,,0.000,0.000,0.000,80.000,,,0.000,0.000,,,0.000,0.000,,0.000,0.000,,884.025,0.919,,,,176.805,0.020,,20.000,,,,,0.000,0.000,,0.000,,,,,0.000,0.000,,0.000,
Saint Vincent and the Grenadines,2004,VCT,112621,,,,,,0.000,0.000,0.000,,500.000,,,,,0.000,0.000,,0.000,0.000,0.000,0.000,,0.120,0.120,,10.458,0.096,9015.828,,,,799.141,0.090,,,75.000,,,,,0.000,0.000,,,0.000,0.000,0.000,0.000,,0.060,,,,266.380,0.030,,25.000,,,,,266.380,0.030,,25.000,,0.000,0.000,,,,0.000,0.000,,0.000,,,,,799.141,0.090,,,0.000,0.000,0.000,75.000,,,0.000,0.000,,,0.000,0.000,,0.000,0.000,,1065.521,1.015,,,,266.380,0.030,,25.000,,,,,0.000,0.000,,0.000,,,,,0.000,0.000,,0.000,
Saint Vincent and the Grenadines,2005,VCT,112056,,,,,,0.000,0.000,0.000,,538.462,,,,,0.000,0.000,,0.000,0.000,0.000,0.000,,0.130,0.130,,0.383,0.004,9096.029,,,,892.411,0.100,,,76.923,,,,,0.000,0.000,,,0.000,0.000,0.000,0.000,,0.070,,,,267.723,0.030,,23.077,,,,,267.723,0.030,,23.077,,0.000,0.000,,,,0.000,0.000,,0.000,,,,,892.411,0.100,,,0.000,0.000,0.000,76.923,,,0.000,0.000,,,0.000,0.000,,0.000,0.000,,1160.134,1.019,,,,267.723,0.030,,23.077,,,,,0.000,0.000,,0.000,,,,,0.000,0.000,,0.000,
Saint Vincent and the Grenadines,2006,VCT,111443,,,,,,0.000,0.000,0.000,,583.333,,,,,0.000,0.000,,0.000,0.000,0.000,0.000,,0.120,0.120,,-0.802,-0.008,9072.749,,,,897.320,0.100,,,83.333,,,,,0.000,0.000,,,0.000,0.000,0.000,0.000,,0.070,,,,179.464,0.020,,16.667,,,,,179.464,0.020,,16.667,,0.000,0.000,,,,0.000,0.000,,0.000,,,,,897.320,0.100,,,0.000,0.000,0.000,83.333,,,0.000,0.000,,,0.000,0.000,,0.000,0.000,,1076.784,1.011,,,,179.464,0.020,,16.667,,,,,0.000,0.000,,0.000,,,,,0.000,0.000,,0.000,
Saint Vincent and the Grenadines,2007,VCT,110836,,,,,,0.000,0.000,0.000,,615.385,,,,,0.000,0.000,,0.000,0.000,0.000,0.000,,0.130,0.130,,1.900,0.019,9295.734,,,,992.457,0.110,,,84.615,,,,,0.000,0.000,,,0.000,0.000,0.000,0.000,,0.080,,,,180.447,0.020,,15.385,,,,,180.447,0.020,,15.385,,0.000,0.000,,,,0.000,0.000,,0.000,,,,,992.457,0.110,,,0.000,0.000,0.000,84.615,,,0.000,0.000,,,0.000,0.000,,0.000,0.000,,1172.904,1.030,,,,180.447,0.020,,15.385,,,,,0.000,0.000,,0.000,,,,,0.000,0.000,,0.000,
Saint Vincent and the Grenadines,2008,VCT,110333,,,,,,0.000,0.000,0.000,,615.385,,,,,0.000,0.000,,0.000,0.000,0.000,0.000,,0.130,0.130,,0.105,0.001,9347.958,,,,996.982,0.110,,,84.615,,,,,0.000,0.000,,,0.000,0.000,0.000,0.000,,0.080,,,,181.269,0.020,,15.385,,,,,181.269,0.020,,15.385,,0.000,0.000,,,,0.000,0.000,,0.000,,,,,996.982,0.110,,,0.000,0.000,0.000,84.615,,,0.000,0.000,,,0.000,0.000,,0.000,0.000,,1178.251,1.031,,,,181.269,0.020,,15.385,,,,,0.000,0.000,,0.000,,,,,0.000,0.000,,0.000,
Saint Vincent and the Grenadines,2009,VCT,109852,,,,,,0.000,0.000,0.000,,615.385,,,,,0.000,0.000,,0.000,0.000,0.000,0.000,,0.130,0.130,,34.470,0.356,12625.214,,,,1001.347,0.110,,,84.615,,,,,0.000,0.000,,,0.000,0.000,0.000,0.000,,0.080,,,,182.063,0.020,,15.385,,,,,182.063,0.020,,15.385,,0.000,0.000,,,,0.000,0.000,,0.000,,,,,1001.347,0.110,,,0.000,0.000,0.000,84.615,,,0.000,0.000,,,0.000,0.000,,0.000,0.000,,1183.410,1.387,,,,182.063,0.020,,15.385,,,,,0.000,0.000,,0.000,,,,,0.000,0.000,,0.000,
Saint Vincent and the Grenadines,2010,VCT,109324,,,,,,0.000,0.000,0.000,,571.429,,,,,0.000,0.000,,0.000,0.000,0.000,0.000,,0.140,0.140,,-26.089,-0.362,9376.506,,,,1006.183,0.110,,,78.571,,,,,0.000,0.000,,,0.000,0.000,0.000,0.000,,0.080,,,,274.414,0.030,,21.429,,,,,274.414,0.030,,21.429,,0.000,0.000,,,,0.000,0.000,,0.000,,,,,1006.183,0.110,,,0.000,0.000,0.000,78.571,,,0.000,0.000,,,0.000,0.000,,0.000,0.000,,1280.597,1.025,,,,274.414,0.030,,21.429,,,,,0.000,0.000,,0.000,,,,,0.000,0.000,,0.000,
Saint Vincent and the Grenadines,2011,VCT,108722,,,,,,0.000,0.000,0.000,,571.429,,,,,0.000,0.000,,0.000,0.000,0.000,0.000,,0.140,0.140,,-7.301,-0.075,8740.024,,,,1011.755,0.110,,,78.571,,,,,0.000,0.000,,,0.000,0.000,0.000,0.000,,0.080,,,,275.933,0.030,,21.429,,,,,275.933,0.030,,21.429,,0.000,0.000,,,,0.000,0.000,,0.000,,,,,1011.755,0.110,,,0.000,0.000,0.000,78.571,,,0.000,0.000,,,0.000,0.000,,0.000,0.000,,1287.688,0.950,,,,275.933,0.030,,21.429,,,,,0.000,0.000,,0.000,,,,,0.000,0.000,,0.000,
Saint Vincent and the Grenadines,2012,VCT,108105,,,,,,0.000,0.000,0.000,,571.429,,,,,0.000,0.000,,0.000,0.000,0.000,0.000,,0.140,0.140,,21.233,0.202,10656.227,,,,1017.529,0.110,,,78.571,,,,,0.000,0.000,,,0.000,0.000,0.000,0.000,,0.080,,,,277.508,0.030,,21.429,,,,,277.508,0.030,,21.429,,0.000,0.000,,,,0.000,0.000,,0.000,,,,,1017.529,0.110,,,0.000,0.000,0.000,78.571,,,0.000,0.000,,,0.000,0.000,,0.000,0.000,,1295.037,1.152,,,,277.508,0.030,,21.429,,,,,0.000,0.000,,0.000,,,,,0.000,0.000,,0.000,
Saint Vincent and the Grenadines,2013,VCT,107469,,,,,,0.000,0.000,0.000,,615.385,,,,,0.000,0.000,,0.000,0.000,0.000,0.000,,0.130,0.130,,-18.197,-0.210,8768.699,,,,1023.551,0.110,,,84.615,,,,,0.000,0.000,,,0.000,0.000,0.000,0.000,,0.080,,,,186.100,0.020,,15.385,,,,,186.100,0.020,,15.385,,0.000,0.000,,,,0.000,0.000,,0.000,,,,,1023.551,0.110,,,0.000,0.000,0.000,84.615,,,0.000,0.000,,,0.000,0.000,,0.000,0.000,,1209.651,0.942,,,,186.100,0.020,,15.385,,,,,0.000,0.000,,0.000,,,,,0.000,0.000,,0.000,
Saint Vincent and the Grenadines,2014,VCT,106934,,,,,,0.000,0.000,0.000,,615.385,,,,,0.000,0.000,,0.000,0.000,0.000,0.000,,0.130,0.130,,3.042,0.029,9080.616,,,,1122.188,0.120,,,92.308,,,,,0.000,0.000,,,0.000,0.000,0.000,0.000,,0.080,,,,93.516,0.010,,7.692,,,,,93.516,0.010,,7.692,,0.000,0.000,,,,0.000,0.000,,0.000,,,,,1122.188,0.120,,,0.000,0.000,0.000,92.308,,,0.000,0.000,,,0.000,0.000,,0.000,0.000,,1215.703,0.971,,,,93.516,0.010,,7.692,,,,,0.000,0.000,,0.000,,,,,0.000,0.000,,0.000,
Saint Vincent and the Grenadines,2015,VCT,106493,,,,,,0.000,0.000,0.000,,571.429,,,,,0.000,0.000,,0.000,0.000,0.000,0.000,,0.140,0.140,,2.512,0.024,9347.271,,,,1126.835,0.120,,,85.714,,,,,0.000,0.000,,,0.000,0.000,0.000,0.000,,0.080,,,,187.806,0.020,,14.286,,,,,187.806,0.020,,14.286,,0.000,0.000,,,,0.000,0.000,,0.000,,,,,1126.835,0.120,,,0.000,0.000,0.000,85.714,,,0.000,0.000,,,0.000,0.000,,0.000,0.000,,1314.640,0.995,,,,187.806,0.020,,14.286,,,,,0.000,0.000,,0.000,,,,,0.000,0.000,,0.000,
Saint Vincent and the Grenadines,2016,VCT,105971,,,,,,0.000,0.000,0.000,,600.000,,,,,0.000,0.000,,0.000,0.000,0.000,0.000,,0.150,0.150,,-0.202,-0.002,9374.356,,,,1226.751,0.130,,,86.667,,,,,0.000,0.000,,,0.000,0.000,0.000,0.000,,0.090,,,,188.731,0.020,,13.333,,,,,188.731,0.020,,13.333,,0.000,0.000,,,,0.000,0.000,,0.000,,,,,1226.751,0.130,,,0.000,0.000,0.000,86.667,,,0.000,0.000,,,0.000,0.000,,0.000,0.000,,1415.482,0.993,,,,188.731,0.020,,13.333,,,,,0.000,0.000,,0.000,,,,,0.000,0.000,,0.000,
Saint Vincent and the Grenadines,2017,VCT,105568,,,,,,0.000,0.000,0.000,,571.429,,,,,0.000,0.000,,,,,0.000,,0.140,0.140,,15.156,0.151,10836.359,,,,1136.708,0.120,,,85.714,,,,,0.000,0.000,,,,,,0.000,,0.080,,,,189.451,0.020,,14.286,,,,,189.451,0.020,,14.286,,0.000,0.000,,,,0.000,0.000,,0.000,,,,,1136.708,0.120,,,,,,85.714,,,0.000,0.000,,,0.000,0.000,,0.000,0.000,,1326.159,1.144,,,,189.451,0.020,,14.286,,,,,0.000,0.000,,0.000,,,,,0.000,0.000,,0.000,
Saint Vincent and the Grenadines,2018,VCT,105297,,,,,,0.000,0.000,0.000,,571.429,,,,,0.000,0.000,,,,,0.000,,0.140,0.140,,-7.968,-0.091,9998.609,,,,1139.634,0.120,,,85.714,,,,,0.000,0.000,,,,,,0.000,,0.080,,,,189.939,0.020,,14.286,,,,,189.939,0.020,,14.286,,0.000,0.000,,,,0.000,0.000,,0.000,,,,,1139.634,0.120,,,,,,85.714,,,0.000,0.000,,,0.000,0.000,,0.000,0.000,,1329.573,1.053,,,,189.939,0.020,,14.286,,,,,0.000,0.000,,0.000,,,,,0.000,0.000,,0.000,
Saint Vincent and the Grenadines,2019,VCT,104940,,,,,,0.000,0.000,0.000,,571.429,,,,,0.000,0.000,,,,,0.000,,0.140,0.140,,-13.854,-0.146,8642.675,,,,1143.511,0.120,,,85.714,,,,,0.000,0.000,,,,,,0.000,,0.080,,,,190.585,0.020,,14.286,,,,,190.585,0.020,,14.286,,0.000,0.000,,,,0.000,0.000,,0.000,,,,,1143.511,0.120,,,,,,85.714,,,0.000,0.000,,,0.000,0.000,,0.000,0.000,,1334.096,0.907,,,,190.585,0.020,,14.286,,,,,0.000,0.000,,0.000,,,,,0.000,0.000,,0.000,
